,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Casuarina Beach,422.66,217.15,439.92,393.68,312.66,374.82,512.69,378.14,455.26,459.59,399.9,421.65,489.6,435.26,440.25,485.73,483.84,0.0,381.76,567.57,416.29,418.73,219.34,300.8,426.53,453.28,426.53,474.75,421.12,573.16,437.74,550.51,82.69,507.96,459.13,386.4,262.33,440.75,309.29,550.51,416.62,417.33,550.85,430.45,417.82,448.78,566.08,432.2,437.69,554.68,391.14,533.46,570.37,453.8,569.23,281.06,419.65,221.97,22.86,23.28,414.62,552.36,220.9,563.61,559.8,560.35,466.3,486.7,379.17,378.92,250.19,538.33,276.48,19.07,412.7,309.8,561.79,364.41,555.76,500.69,528.83,429.7,467.4,458.33,221.15,429.28,518.3,512.64,372.35,458.06,493.63,265.42,567.76,225.19,291.94,566.86,433.86,226.17,429.61,548.34,387.95,27.52,326.36,24.31,370.04,374.67,29.05,245.35,456.76,415.74,362.42,430.64,415.46,292.64,425.34,368.65,348.44,569.31,311.64,301.71,310.42,457.72,464.2,338.33,264.34,380.02,220.12,218.62,315.09,557.28,548.48,417.9,530.35,291.25,293.77,430.88,501.5,545.05,304.32,440.85,464.41,428.74,413.26,413.56,313.32,378.61,256.52,255.34,563.28,225.58,498.79,553.57,258.11,429.98,418.07,520.33,331.84,568.12,562.37,573.16,573.36,193.69,414.09,524.29,292.19
Ceylon Tea Museum,50.72,165.46,58.59,20.04,112.37,113.74,185.16,3.68,73.52,78.11,168.65,119.12,154.4,65.34,78.54,147.33,107.6,381.76,0.0,196.59,123.43,124.1,163.21,86.33,125.91,82.67,46.55,97.75,118.4,197.84,72.81,191.96,332.81,126.44,86.16,12.04,211.92,124.87,115.77,191.96,125.4,125.46,192.29,49.24,124.28,72.71,186.12,50.93,57.04,188.32,97.35,183.68,191.98,72.15,190.12,117.6,123.61,160.38,362.85,362.69,123.62,192.68,161.61,194.93,193.92,178.66,140.05,151.54,3.52,3.51,212.8,165.05,139.32,384.08,113.93,115.36,185.57,36.08,190.96,161.33,178.11,57.53,90.78,86.25,161.25,48.32,142.42,169.8,81.12,93.82,131.47,200.94,194.29,160.89,114.19,196.14,53.14,156.46,128.59,168.83,111.75,365.96,58.9,363.82,115.35,116.92,373.3,225.06,84.99,125.25,166.33,49.85,123.54,104.07,44.33,36.04,44.8,196.19,113.15,87.14,114.69,85.57,136.97,44.39,126.69,5.3,162.4,164.02,104.66,192.77,190.69,124.28,181.54,190.11,102.67,49.37,128.74,175.86,147.42,66.87,84.84,48.16,121.53,122.18,111.26,3.88,214.7,214.93,182.25,156.65,117.09,193.48,213.24,48.58,123.76,155.54,80.95,193.3,193.16,194.56,201.4,195.11,122.45,163.48,93.1
Coconut Tree Hill,148.19,357.1,149.41,179.77,303.88,206.88,239.21,200.18,133.73,133.51,316.24,161.69,99.76,174.74,127.42,98.63,141.16,567.57,196.59,0.0,170.1,167.83,354.82,282.65,160.19,165.96,150.44,142.57,161.89,18.56,180.43,38.53,526.37,87.83,159.14,188.24,403.62,238.72,307.63,38.53,170.91,170.18,38.43,157.3,168.93,123.92,46.72,155.67,153.85,18.71,184.31,60.97,35.02,136.32,39.88,314.1,166.52,351.77,550.54,550.46,172.03,35.46,353.22,8.54,17.77,71.87,120.57,101.31,199.93,200.02,406.19,142.68,334.65,572.31,168.82,307.15,132.73,226.95,21.95,89.58,201.07,140.97,147.05,161.22,352.7,159.14,133.46,79.67,253.08,109.57,173.35,392.82,9.88,355.12,309.88,1.11,156.42,348.39,158.36,47.53,193.38,548.56,255.31,551.96,212.03,208.47,562.69,418.45,162.46,171.78,332.72,158.63,171.08,300.54,162.07,200.15,239.93,8.39,304.81,283.66,306.42,161.35,120.96,234.49,322.96,196.31,354.01,355.73,296.83,22.19,40.73,168.85,63.66,377.81,299.14,155.57,67.97,157.57,336.09,130.43,139.64,149.37,172.31,172.34,302.77,200.38,407.13,407.51,58.23,347.94,104.0,34.22,405.51,156.85,168.35,48.54,272.72,15.78,7.65,36.51,6.55,374.29,171.93,177.7,276.54
Colombo Lotus Tower,93.83,225.88,136.63,106.11,223.36,41.49,287.63,124.61,137.14,143.53,292.07,9.14,75.73,166.22,76.69,73.75,181.48,416.29,123.43,170.1,0.0,2.47,223.8,178.45,10.51,175.72,112.51,173.32,9.28,182.5,176.08,142.23,389.51,157.88,174.32,111.8,315.32,241.07,225.92,142.23,2.04,2.04,142.54,134.12,1.54,104.44,190.37,134.28,140.14,153.02,31.48,121.51,188.02,138.67,189.49,212.53,3.63,220.63,402.07,402.08,1.93,144.74,222.36,163.56,156.97,199.63,52.07,73.14,126.14,125.85,312.82,229.53,239.2,424.01,9.5,225.65,239.37,157.15,152.28,87.24,267.19,93.72,170.0,175.78,221.58,135.31,206.68,99.43,204.34,84.22,219.69,304.66,174.29,230.61,215.38,169.12,138.24,218.75,13.36,174.13,28.5,394.4,158.22,404.05,46.37,41.87,416.33,324.41,175.49,2.32,288.25,136.7,0.98,201.35,133.8,94.55,159.22,175.0,223.85,181.51,225.13,175.27,50.69,128.47,211.74,118.74,223.05,224.83,215.49,153.33,139.86,1.62,118.2,300.14,200.15,131.84,121.59,245.17,258.99,98.02,157.95,115.25,3.12,2.73,222.35,126.1,316.65,316.56,194.24,217.02,161.93,146.15,315.55,132.55,1.83,122.63,195.07,177.16,163.14,190.98,176.63,224.67,2.21,245.97,146.26
Colombo National Museum,93.57,228.04,136.22,106.57,224.71,43.93,287.17,125.34,136.44,142.79,292.69,7.61,73.28,166.04,75.77,71.34,180.65,418.73,124.1,167.83,2.47,0.0,225.96,180.08,8.05,175.31,112.24,172.57,7.92,180.31,175.9,139.83,391.82,156.42,173.81,112.41,316.96,241.13,227.3,139.83,3.21,2.58,140.14,133.87,1.11,103.59,188.38,134.0,139.78,150.71,33.27,119.06,185.94,138.0,187.45,214.21,1.35,222.78,404.48,404.49,4.32,142.35,224.51,161.26,154.63,197.84,49.62,70.7,126.85,126.57,314.53,228.35,240.83,426.42,10.35,227.02,237.98,158.03,149.94,84.79,266.42,93.27,169.33,175.29,223.73,135.09,205.56,96.98,205.09,82.86,219.01,306.28,172.07,232.68,216.94,166.84,137.94,220.88,10.91,172.21,30.89,396.85,159.64,406.45,48.82,44.33,418.73,326.14,175.03,4.0,289.19,136.46,3.39,202.96,133.64,95.68,160.32,172.76,225.21,183.11,226.5,174.79,48.27,129.91,213.58,119.46,225.21,226.98,216.83,150.98,137.46,1.02,115.76,301.6,201.75,131.57,119.76,244.04,260.37,97.31,157.25,114.94,5.48,5.17,223.7,126.82,318.32,318.24,192.34,219.17,160.67,143.75,317.21,132.3,0.66,120.44,196.28,174.97,160.85,188.9,174.36,227.06,4.65,245.1,148.27
Dagoba of Thuparama,207.13,2.28,220.89,176.64,107.23,185.77,304.31,159.54,236.46,240.57,212.01,226.42,288.75,216.22,228.1,283.49,264.61,219.34,163.21,354.82,223.8,225.96,0.0,81.91,232.67,234.36,208.88,255.46,225.75,358.46,219.16,342.77,171.63,289.65,240.05,168.84,127.41,231.15,105.0,342.77,224.8,225.37,343.11,211.42,225.31,232.67,348.93,213.18,218.51,343.78,193.7,328.82,354.12,234.89,352.58,69.7,226.5,3.19,199.87,199.7,222.56,344.19,1.61,351.83,349.17,341.81,267.24,285.71,160.45,160.22,118.39,319.66,79.8,220.96,217.47,105.39,342.77,145.31,345.53,298.85,314.79,214.32,248.11,239.33,2.23,210.19,299.2,309.99,159.6,245.86,276.42,120.45,353.89,16.86,82.67,354.22,214.72,6.83,236.02,331.42,196.28,205.39,107.02,200.75,182.24,186.96,210.09,126.12,237.77,224.05,180.5,211.52,223.19,78.04,206.28,154.87,129.31,355.62,106.43,83.23,105.77,238.7,264.62,121.0,50.45,161.89,0.82,1.03,106.55,347.19,341.01,225.38,326.01,134.1,78.89,211.95,287.3,327.13,117.43,225.25,245.09,210.88,220.7,221.19,107.47,159.9,125.23,124.49,345.4,6.97,279.87,345.26,125.18,211.01,225.32,309.51,117.37,353.63,350.35,356.8,360.22,56.79,221.7,307.84,80.05
Dambulla Cave Temple,135.01,84.01,141.49,103.08,53.02,149.63,227.12,82.68,157.53,161.07,154.67,178.03,230.17,134.46,160.08,223.85,183.07,300.8,86.33,282.65,178.45,180.08,81.91,0.0,185.0,152.54,132.88,174.08,177.29,284.17,137.25,275.75,247.39,211.29,158.33,94.49,136.88,154.6,53.99,275.75,179.99,180.37,276.08,132.11,179.78,158.75,271.85,133.89,138.66,273.66,147.06,265.08,278.1,155.72,276.11,34.46,180.19,79.55,280.84,280.64,177.78,276.73,80.41,280.69,279.23,262.76,211.6,227.14,83.14,83.0,134.82,237.78,60.75,301.56,170.1,53.95,261.01,63.62,276.04,238.85,234.35,142.18,166.72,157.55,80.29,130.71,217.5,248.77,82.98,176.98,194.75,126.2,280.56,76.25,37.52,282.17,134.98,75.11,188.26,254.78,155.55,287.29,27.43,281.53,148.1,151.99,290.15,146.66,155.98,179.47,133.15,131.89,178.13,22.99,126.91,90.04,47.68,282.45,53.02,4.03,53.71,156.93,208.67,52.23,40.36,86.34,81.16,82.54,46.74,277.82,274.28,179.82,262.63,123.29,21.86,132.94,214.7,245.26,85.01,152.34,164.4,134.41,175.66,176.26,52.37,82.64,138.33,138.28,267.37,76.22,200.39,277.63,137.19,131.89,179.54,240.22,42.26,279.63,278.99,280.65,287.57,126.5,176.71,226.38,49.46
Dehiwala Zoo - Sri Lanka,92.44,234.78,134.46,107.76,228.65,51.82,285.1,127.37,133.75,139.99,294.19,7.05,65.23,164.99,72.6,63.36,177.47,426.53,125.91,160.19,10.51,8.05,232.67,185.0,0.0,173.51,111.01,169.64,7.8,172.9,174.86,131.86,399.1,151.28,171.69,114.06,321.85,240.81,231.33,131.86,10.85,10.1,132.17,132.66,9.1,100.5,181.57,132.68,138.22,142.96,39.19,111.03,178.85,135.43,180.46,219.26,6.95,229.49,412.19,412.19,12.37,134.4,231.22,153.54,146.82,191.61,41.59,62.66,128.79,128.53,319.66,224.01,245.72,434.13,15.29,231.04,232.96,160.47,142.12,76.74,263.37,91.53,166.71,173.25,230.44,133.96,201.45,88.93,207.02,78.17,216.28,311.12,164.58,239.08,221.61,159.2,136.58,227.5,3.36,165.6,38.59,404.73,163.86,414.15,56.76,52.31,426.37,331.34,173.05,11.75,291.69,135.27,11.44,207.79,132.74,99.08,163.5,165.23,229.18,187.93,230.5,172.76,40.28,134.26,219.16,121.44,231.91,233.69,220.75,143.14,129.48,9.01,107.72,305.88,206.55,130.3,113.48,239.85,264.39,94.7,154.51,113.59,13.38,13.16,227.63,128.8,323.32,323.26,185.79,225.85,156.17,135.81,322.18,131.09,8.68,113.02,199.78,167.57,153.16,181.8,166.73,234.66,12.65,241.73,154.52
Demodara Loop,82.17,236.49,39.09,84.32,152.57,181.96,112.0,85.38,43.13,38.82,150.77,168.3,170.73,18.34,102.33,163.29,32.03,453.28,82.67,165.96,175.72,175.31,234.36,152.54,173.51,0.0,63.63,25.33,167.77,159.51,16.79,178.02,396.61,78.55,7.18,85.84,247.49,76.64,156.47,178.02,177.73,177.48,178.28,42.69,175.94,75.78,137.5,42.13,35.73,165.66,159.69,180.22,147.44,40.68,143.81,174.92,174.33,231.91,433.12,432.91,176.7,177.36,232.84,167.96,170.94,120.77,167.45,168.76,83.63,84.01,252.29,85.4,188.14,453.63,167.04,155.93,108.51,89.08,169.88,172.4,97.0,82.06,19.24,5.51,232.68,41.98,65.15,175.76,93.56,104.86,49.2,237.23,159.87,228.25,166.38,165.97,38.13,227.54,175.0,124.0,175.42,439.72,128.0,433.71,185.01,185.11,441.91,264.21,3.91,177.97,167.21,40.35,176.23,162.18,44.7,114.59,105.08,162.13,153.62,151.57,155.19,5.07,164.75,124.95,189.73,86.94,233.61,235.02,147.08,171.74,177.81,175.9,179.44,218.68,160.92,44.66,110.08,94.29,179.47,79.6,27.25,60.71,175.05,175.62,151.57,84.17,251.8,252.38,129.42,228.47,62.81,177.55,250.02,44.23,175.25,141.98,125.29,156.55,165.73,149.21,168.52,273.44,175.67,80.89,173.3
Devon Falls,18.68,211.15,25.13,33.1,154.96,119.26,175.6,50.21,32.93,39.17,191.83,105.44,120.29,53.99,43.91,112.81,76.28,426.53,46.55,150.44,112.51,112.24,208.88,132.88,111.01,63.63,0.0,66.7,104.87,151.3,63.86,148.34,379.12,81.69,63.14,40.14,255.06,130.69,158.6,148.34,114.54,114.32,148.66,21.65,112.81,27.39,140.05,21.77,27.91,143.02,96.32,142.67,145.55,32.86,143.82,163.71,111.32,205.98,408.01,407.87,113.41,148.77,207.28,149.13,148.64,134.2,111.36,117.76,49.75,49.88,256.82,132.09,184.4,429.39,103.66,158.14,149.25,77.24,145.94,125.06,158.55,20.34,61.51,64.34,206.87,22.96,108.4,131.7,111.71,53.92,110.24,244.14,147.87,207.2,159.51,150.02,25.74,202.2,112.77,122.59,112.03,409.93,105.45,409.09,122.63,122.36,418.85,269.11,63.84,114.73,197.42,24.25,112.98,150.14,22.14,62.26,89.55,149.8,155.84,133.63,157.43,63.78,108.4,88.23,173.23,47.1,208.07,209.72,147.6,147.79,147.29,112.78,140.91,231.19,148.74,19.33,82.9,145.41,188.7,24.1,51.13,3.18,111.7,112.28,153.85,50.24,258.22,258.53,136.76,202.22,74.62,149.45,256.67,20.08,112.14,111.24,123.45,146.79,147.3,148.17,155.1,237.3,112.36,139.52,135.25
Diyaluma Falls,83.38,257.64,42.52,94.5,177.24,185.29,117.65,100.94,36.31,29.82,173.69,165.2,157.67,40.66,97.05,150.46,9.94,474.75,97.75,142.57,173.32,172.57,255.46,174.08,169.64,25.33,66.7,0.0,164.75,135.16,41.93,157.39,419.75,54.74,18.16,98.13,272.74,96.74,181.15,157.39,175.26,174.91,157.63,50.31,173.32,69.16,112.38,48.96,41.98,143.61,161.56,161.81,122.57,35.13,118.82,198.18,171.46,252.9,454.92,454.72,174.53,156.46,253.91,145.12,148.73,95.46,157.66,156.02,99.43,99.76,277.43,67.44,212.44,475.63,165.31,180.61,88.11,110.5,148.04,157.85,93.87,81.07,7.36,19.91,253.7,50.6,44.7,159.77,118.78,95.25,46.79,262.45,136.01,250.23,190.17,142.65,45.72,248.63,170.69,99.35,177.12,460.46,148.5,455.61,188.88,188.33,464.13,289.37,21.44,175.63,191.81,48.89,173.95,185.19,54.38,125.48,126.4,138.29,178.28,173.43,179.87,20.27,155.2,141.76,212.27,101.21,254.69,256.16,171.54,149.87,157.4,173.27,161.37,244.01,183.89,51.23,91.22,79.38,204.68,75.32,15.74,63.52,173.1,173.61,176.22,99.99,277.01,277.58,104.13,249.36,38.61,156.53,275.25,51.48,172.6,122.58,149.25,132.43,142.84,124.26,144.76,292.02,173.59,73.34,190.56
Diyatha Uyana,86.23,227.87,128.68,100.44,220.86,47.11,279.56,119.81,128.66,134.99,286.81,0.75,69.28,158.76,67.89,66.67,172.79,421.12,118.4,161.89,9.28,7.92,225.75,177.29,7.8,167.77,104.87,164.75,0.0,173.97,168.63,134.92,392.72,148.62,166.18,106.59,314.12,234.19,223.53,134.92,10.93,10.42,135.24,126.52,8.81,95.73,181.36,126.61,132.31,145.04,32.06,114.75,179.18,130.25,180.58,211.57,6.73,222.56,406.55,406.55,11.0,137.35,224.28,155.5,149.11,190.41,45.6,66.56,121.25,120.99,311.99,220.44,238.0,428.5,8.48,223.24,230.14,152.82,144.46,80.71,258.59,85.71,161.58,167.68,223.52,127.77,197.65,92.89,199.5,75.0,211.23,303.39,165.86,231.93,213.86,160.92,130.54,220.51,10.98,165.04,33.5,399.55,156.07,408.46,52.19,47.99,420.59,323.68,167.43,11.52,284.04,129.12,10.15,200.06,126.42,91.3,155.74,166.61,221.38,180.2,222.7,167.18,43.87,126.48,211.63,113.89,224.99,226.77,212.95,145.56,132.59,8.75,111.47,298.09,198.82,124.2,112.4,236.12,256.59,89.53,149.47,107.53,10.65,10.83,219.83,121.25,315.62,315.56,185.11,218.91,152.78,138.74,314.47,124.95,8.08,114.15,191.99,168.61,155.02,182.15,168.4,228.82,10.52,237.22,147.3
Dondra Head Lighthouse,151.34,360.74,147.17,182.16,302.28,217.74,225.77,201.49,131.02,129.89,308.43,173.83,114.96,169.93,133.33,113.05,132.57,573.16,197.84,18.56,182.5,180.31,358.46,284.17,172.9,159.51,151.3,135.16,173.97,0.0,174.78,56.84,529.64,81.03,152.48,190.35,401.45,229.91,306.1,56.84,183.46,182.74,56.76,155.64,181.42,125.94,30.12,153.94,151.31,36.2,194.4,78.67,17.57,133.45,22.67,314.69,178.98,355.46,555.67,555.56,184.42,53.82,356.86,26.99,36.19,55.8,134.55,116.23,201.05,201.18,404.57,128.06,334.19,577.33,180.47,305.6,116.31,226.38,40.08,105.36,186.79,144.16,140.32,154.49,356.38,157.39,120.99,96.2,249.29,115.73,162.08,390.75,9.47,357.9,309.73,19.58,154.21,351.92,171.3,36.16,204.45,554.8,256.74,556.97,222.85,219.53,567.39,416.79,155.84,184.3,326.72,156.7,183.48,301.12,160.62,204.67,240.06,10.23,303.24,284.93,304.86,154.7,134.64,237.57,324.53,198.05,357.65,359.35,295.47,40.53,58.96,181.33,81.19,374.72,299.72,154.14,71.67,142.34,333.53,133.22,134.21,149.87,184.53,184.61,301.19,201.54,405.16,405.59,41.93,351.65,96.72,52.62,403.5,155.37,180.81,59.88,271.52,5.37,25.63,18.49,14.71,380.51,184.23,163.85,281.26
Dunhinda Falls,82.43,221.26,42.4,78.12,135.81,178.45,114.53,75.06,51.74,49.14,137.98,169.21,178.14,9.88,105.98,170.63,48.79,437.74,72.81,180.43,176.08,175.9,219.16,137.25,174.86,16.79,63.86,41.93,168.63,174.78,0.0,190.44,380.31,93.76,23.82,78.0,230.82,68.14,139.71,190.44,178.12,177.93,190.71,42.26,176.44,81.38,153.57,42.39,37.82,179.13,157.41,191.09,163.23,49.02,159.73,158.68,175.02,216.77,417.43,417.21,176.9,189.96,217.65,182.01,184.51,137.37,172.75,175.97,73.18,73.58,235.54,100.6,171.47,437.83,167.06,139.17,124.32,74.24,183.19,180.76,105.37,83.77,35.38,22.29,217.52,40.9,81.29,185.05,76.86,111.14,59.73,220.52,174.72,212.59,149.91,180.39,38.65,212.35,176.64,139.61,173.05,424.54,113.47,417.97,181.11,181.64,426.01,247.47,20.68,178.27,152.28,39.64,176.51,146.07,42.29,106.92,90.16,176.96,136.86,136.1,138.43,21.83,169.93,112.94,173.82,77.56,218.41,219.79,130.37,185.07,190.07,176.41,190.1,202.17,144.83,44.67,121.89,108.27,162.76,83.55,40.79,61.38,175.13,175.72,134.81,73.68,235.09,235.66,145.76,213.39,78.4,190.24,233.32,43.81,175.78,153.78,108.78,171.63,179.81,165.08,183.28,259.61,175.82,92.02,160.59
Dutch Hospital Shopping Precinct,141.38,345.03,153.72,173.27,303.17,181.61,263.99,195.32,139.81,141.4,328.37,134.59,67.56,183.21,115.81,68.5,158.31,550.51,191.96,38.53,142.23,139.83,342.77,275.75,131.86,178.02,148.34,157.39,134.92,56.84,190.44,0.0,514.14,105.12,171.85,182.04,403.24,253.87,306.77,0.0,142.72,141.97,0.34,160.08,140.91,120.96,81.94,158.68,158.57,21.21,161.15,23.58,71.79,142.56,76.14,308.75,138.6,339.64,534.49,534.43,144.14,3.14,341.19,29.99,20.76,105.12,90.5,69.73,195.45,195.47,404.62,171.29,331.26,556.39,142.63,306.32,165.06,225.37,16.81,56.32,228.07,134.44,160.38,173.99,340.59,162.01,158.21,44.85,257.64,98.78,194.71,392.3,47.52,344.84,306.09,37.45,160.36,336.62,129.56,76.75,167.91,530.3,249.02,536.11,186.76,182.77,547.44,416.89,174.98,143.61,340.89,161.92,143.2,295.39,164.23,188.53,236.62,46.63,304.03,277.27,305.61,173.98,91.59,225.12,315.47,190.65,341.96,343.73,295.72,16.34,2.51,140.82,26.69,379.49,293.99,157.97,68.73,187.13,337.03,125.41,150.78,148.07,144.78,144.71,302.06,195.84,406.27,406.54,92.43,335.81,120.73,4.55,404.75,159.29,140.42,37.39,271.61,53.09,31.21,73.78,44.12,356.83,144.25,204.15,263.06
Elephant Pass,378.44,169.36,388.88,347.5,248.22,349.14,444.28,329.12,404.91,408.43,325.91,393.34,458.31,379.27,399.73,453.44,428.2,82.69,332.81,526.37,389.51,391.82,171.63,247.39,399.1,396.61,379.12,419.75,392.72,529.64,380.31,514.14,0.0,458.64,402.98,339.43,184.49,374.2,244.54,514.14,390.22,390.86,514.48,379.5,391.05,403.7,518.91,381.27,385.98,515.41,361.09,499.59,524.67,403.11,522.91,221.68,392.53,174.72,60.94,60.44,388.05,515.62,173.23,523.45,520.8,510.12,436.05,455.29,329.81,329.63,172.88,479.98,211.33,71.08,384.28,245.08,504.4,309.88,517.14,468.76,464.17,385.66,412.42,401.92,173.78,378.09,461.6,480.19,309.55,417.49,432.91,188.96,525.27,171.93,230.65,525.78,382.33,178.0,402.38,501.63,361.14,92.31,274.52,58.66,344.9,349.69,56.93,166.59,400.3,389.4,288.02,379.26,388.78,234.56,374.3,326.5,294.38,527.03,247.16,247.38,245.77,401.35,433.59,292.1,207.82,332.03,172.45,170.7,252.03,518.8,512.34,391.12,496.7,215.06,235.85,380.31,458.73,484.95,233.94,396.48,411.18,380.92,386.38,386.8,249.04,329.29,178.58,177.43,514.7,178.55,447.72,516.71,180.29,379.27,391.16,481.13,271.76,524.87,521.96,527.3,531.72,167.59,387.33,462.18,251.09
Elephant Transit Home (ETH),89.27,291.9,70.06,114.77,223.78,181.42,160.08,130.1,53.82,51.03,228.43,148.84,120.01,89.19,85.39,113.78,53.82,507.96,126.44,87.83,157.88,156.42,289.65,211.29,151.28,78.55,81.69,54.74,148.62,81.03,93.76,105.12,458.64,0.0,71.6,121.66,321.98,151.09,227.65,105.12,159.53,158.99,105.33,79.3,157.39,63.87,61.55,77.53,73.47,89.7,156.31,113.11,69.99,55.79,66.93,239.53,155.13,286.82,489.22,489.07,159.5,103.84,288.05,90.55,94.62,52.51,127.17,119.18,129.23,129.44,325.67,75.91,257.1,510.5,151.93,227.14,81.72,150.19,94.31,117.01,126.81,83.24,59.44,73.63,287.69,80.81,56.84,115.82,168.88,73.8,89.73,311.4,81.37,286.94,233.32,87.92,76.87,282.9,151.26,46.13,170.31,491.58,184.12,490.23,185.93,184.03,499.74,337.82,74.94,160.14,245.74,79.77,158.71,226.06,84.5,142.72,164.97,83.64,224.78,211.47,226.39,73.81,125.44,169.66,251.24,127.96,288.84,290.46,217.32,96.1,105.46,157.33,113.31,294.54,224.69,78.36,46.02,92.46,253.86,72.6,53.33,79.32,158.65,159.01,222.71,129.77,325.9,326.38,56.1,283.09,16.2,103.74,324.19,79.44,156.67,73.38,193.77,77.99,88.27,72.07,90.08,318.93,158.82,102.85,216.93
