,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Independence Memorial Hall,198.54,342.89,289.8,227.1,336.93,67.35,429.24,267.64,290.06,303.64,438.27,9.54,57.7,353.89,59.7,56.1,269.28,629.48,264.88,133.22,5.44,2.03,339.75,270.28,10.43,373.56,238.54,367.41,10.1,143.18,375.04,110.88,588.79,232.7,370.26,239.79,475.6,360.52,340.85,110.88,6.84,5.88,111.13,284.91,3.66,219.54,280.55,285.15,297.49,119.54,50.31,94.31,276.9,293.42,279.15,321.52,0.0,334.98,608.04,608.05,8.32,112.89,337.58,127.97,122.68,294.75,38.76,55.62,270.84,270.24,472.04,340.67,361.4,640.95,15.28,340.43,355.04,337.84,118.94,66.9,397.95,197.74,360.56,373.46,336.4,287.55,306.52,76.66,306.96,65.27,326.9,459.57,136.6,349.69,325.5,132.43,293.59,332.08,14.96,256.29,47.62,596.72,239.39,611.0,74.73,68.04,629.37,489.47,372.92,8.01,433.26,290.46,6.9,304.57,284.51,143.19,240.12,137.15,337.69,274.78,339.63,372.39,37.66,194.83,320.75,255.0,338.62,341.28,325.09,119.77,108.98,3.54,91.66,452.37,302.75,279.96,94.73,364.23,390.45,206.19,334.63,244.31,9.65,9.31,335.4,270.79,477.68,477.56,286.48,329.55,239.15,114.02,476.01,281.53,2.74,95.29,294.15,138.91,127.64,281.34,138.44,341.83,8.56,365.93,223.03
Isurumuniya Temple,437.4,5.89,467.44,372.19,159.31,273.94,330.16,335.83,500.72,509.61,230.63,334.85,428.35,458.01,337.51,420.46,393.12,242.15,343.67,527.65,330.94,334.17,3.48,119.33,344.24,496.95,441.39,541.93,333.84,533.19,464.51,509.46,190.6,430.23,509.06,355.54,140.76,250.36,156.1,509.46,332.43,333.3,509.97,447.15,333.21,492.19,519.03,450.92,462.43,511.04,285.76,488.49,526.75,497.4,524.47,74.71,334.98,0.0,221.02,220.84,329.07,511.59,1.94,523.14,519.12,508.5,396.06,423.78,337.8,337.31,131.14,346.08,86.86,244.08,321.44,156.68,371.21,306.09,513.63,443.5,341.23,452.81,526.18,507.56,1.05,444.56,323.67,460.22,236.78,364.15,299.12,132.97,526.29,19.66,88.93,526.74,454.26,5.08,349.26,492.75,289.67,226.7,156.61,222.01,268.67,275.75,232.3,139.79,504.21,331.32,196.63,447.41,330.01,114.59,436.14,227.67,190.26,528.87,158.13,121.45,157.22,506.21,392.15,177.06,53.62,340.74,2.65,4.59,157.95,516.13,506.81,333.3,484.26,147.28,115.8,448.24,426.4,354.34,128.03,476.25,519.51,445.71,326.28,327.01,159.61,336.62,138.51,137.74,513.81,4.18,415.67,513.2,138.43,446.25,333.21,459.62,173.37,525.93,520.92,530.79,535.77,62.0,327.78,333.45,115.32
Jaffna Fort,867.32,215.62,901.59,804.24,436.59,541.04,535.39,769.71,934.8,943.78,411.6,610.65,711.86,889.69,634.7,705.71,695.85,24.94,777.54,825.81,603.11,606.72,218.04,421.26,618.28,928.11,874.31,974.83,609.83,833.5,894.49,801.74,66.48,733.83,940.86,788.29,261.24,457.12,431.46,801.74,603.72,604.77,802.23,881.31,605.4,923.06,821.75,885.09,896.53,807.06,564.15,776.92,828.64,931.52,826.74,283.73,608.04,221.02,0.0,0.58,600.66,804.39,219.76,820.2,814.84,812.26,677.16,707.46,771.79,771.28,248.01,565.08,277.87,23.96,597.13,432.24,590.87,738.11,808.89,728.31,553.59,882.51,959.04,939.06,220.1,878.7,543.51,746.1,526.63,661.46,515.83,264.65,825.71,223.49,295.33,824.79,888.41,225.47,623.0,795.25,560.43,37.81,460.12,3.92,534.01,541.05,19.42,242.72,935.66,602.43,370.66,881.55,601.89,407.85,870.3,526.5,492.78,828.09,435.04,422.4,433.19,937.76,673.89,479.67,265.9,774.17,218.9,217.21,440.53,811.21,798.75,605.52,772.32,292.85,409.6,882.36,726.06,572.08,307.63,906.32,953.31,878.87,598.5,599.01,437.61,770.61,254.9,253.61,817.12,225.03,719.55,806.16,256.64,880.39,605.73,755.47,466.37,826.0,818.25,832.79,834.38,194.18,599.79,549.07,411.62
Jaffna Public Library,867.09,215.43,901.24,803.96,436.17,541.05,535.06,769.39,934.46,943.41,411.21,610.65,711.83,889.26,634.56,705.66,695.55,25.4,777.19,825.69,603.12,606.74,217.85,420.96,618.28,927.66,874.01,974.4,609.83,833.34,894.02,801.64,65.93,733.6,940.44,787.99,260.79,456.81,431.04,801.64,603.74,604.79,802.15,880.95,605.42,922.8,821.55,884.72,896.16,806.96,564.13,776.86,828.46,931.18,826.56,283.47,608.05,220.84,0.58,0.0,600.67,804.3,219.58,820.08,814.74,812.04,677.14,707.43,771.45,770.96,247.57,564.84,277.55,23.98,597.13,431.82,590.64,737.7,808.79,728.28,553.3,882.28,958.63,938.61,219.92,878.34,543.28,746.06,526.25,661.33,515.57,264.23,825.55,223.27,295.06,824.65,888.04,225.28,623.01,795.06,560.43,38.37,459.87,3.45,534.03,541.08,19.07,242.26,935.23,602.44,370.25,881.19,601.89,407.51,869.94,526.33,492.49,827.96,434.62,422.1,432.76,937.31,673.86,479.47,265.65,773.85,218.73,217.03,440.13,811.11,798.68,605.53,772.27,292.43,409.26,882.02,725.91,571.83,307.27,906.09,952.93,878.57,598.51,599.01,437.19,770.27,254.45,253.17,816.92,224.85,719.31,806.08,256.19,880.05,605.75,755.36,465.99,825.86,818.13,832.61,834.24,194.15,599.81,548.79,411.47
Jami Ul-Alfar Mosque,202.99,336.96,294.9,228.15,334.43,59.72,432.96,267.32,296.4,310.11,438.4,16.38,62.08,357.96,62.42,60.53,274.1,621.93,264.9,137.62,2.9,6.48,333.84,266.67,18.55,378.64,243.02,373.99,16.5,147.54,379.07,115.31,582.08,239.25,375.77,240.09,471.94,362.56,338.22,115.31,3.39,4.23,115.56,289.29,4.92,226.54,288.33,289.67,302.34,123.96,46.09,98.71,284.87,299.61,287.04,317.72,8.32,329.07,600.66,600.67,0.0,117.33,331.69,132.39,127.11,302.11,43.16,60.02,270.64,270.0,468.09,346.5,357.78,633.57,14.88,337.83,361.43,336.77,123.37,71.29,402.6,203.04,366.75,378.88,330.5,291.79,312.17,81.04,306.69,68.64,331.27,455.97,140.97,344.2,322.15,136.83,298.18,326.31,22.7,263.96,40.44,589.03,236.62,603.65,66.97,60.18,622.09,485.43,378.24,2.56,432.31,294.79,1.43,301.05,288.45,141.54,238.55,141.54,335.15,271.29,337.05,377.79,42.08,191.99,316.29,254.76,332.72,335.37,322.62,124.2,113.42,5.04,96.06,449.43,299.25,284.42,98.7,369.92,387.82,212.59,340.99,248.94,3.24,2.29,332.91,270.54,473.9,473.74,294.09,323.69,245.15,118.45,472.26,285.9,5.59,99.64,292.19,143.26,132.05,289.31,142.85,334.65,1.75,370.88,217.78
Japanese Peace Pagoda - Rumassala,304.67,519.67,329.21,373.09,455.52,275.94,393.53,420.13,299.01,302.12,491.75,109.63,56.24,391.82,93.54,56.85,235.8,828.54,412.89,53.19,115.79,113.88,516.28,415.1,107.52,380.06,318.79,335.27,109.88,43.06,407.06,4.71,773.43,155.76,366.69,391.86,605.64,379.56,460.92,4.71,116.2,115.6,4.49,343.16,114.74,260.1,118.81,340.11,339.56,27.64,244.97,40.01,103.38,304.91,109.98,464.44,112.89,511.59,804.39,804.3,117.33,0.0,513.92,40.38,26.54,153.9,74.49,57.94,420.34,420.39,607.86,253.88,498.0,837.24,116.01,460.25,244.03,484.03,20.8,47.3,339.31,289.71,341.96,371.27,513.01,347.29,234.72,38.2,386.52,79.8,289.96,589.25,66.78,519.2,460.26,51.57,343.54,507.03,105.7,111.66,255.39,798.36,374.9,806.8,283.67,277.73,823.74,626.26,373.44,116.92,511.04,347.01,116.57,444.36,352.18,284.72,355.94,65.4,456.81,417.31,459.19,371.27,75.32,339.39,474.78,410.23,515.07,517.73,444.38,19.93,8.37,114.67,44.61,569.75,442.26,338.68,54.78,277.53,506.13,270.02,321.73,318.06,117.82,117.76,453.84,421.18,610.25,610.67,134.72,505.86,179.32,2.2,607.95,341.51,114.34,56.37,408.18,40.11,42.28,106.32,61.5,538.0,117.39,303.48,396.82
Jaya Sri Maha Bodhi,440.4,4.24,469.93,375.06,159.3,276.6,330.59,338.46,503.29,512.12,230.36,337.44,430.83,460.05,339.77,422.93,394.6,240.98,346.31,529.83,333.54,336.77,1.76,120.62,346.83,498.94,444.17,544.09,336.42,535.29,466.39,511.78,188.98,432.07,511.11,358.37,139.28,250.78,156.0,511.78,335.04,335.91,512.29,449.66,335.81,495.15,520.98,453.43,464.85,513.27,288.35,490.89,528.76,499.93,526.47,74.81,337.58,1.94,219.76,219.58,331.69,513.92,0.0,525.36,521.37,510.31,398.58,426.26,340.41,339.92,129.57,347.07,86.32,242.78,324.01,156.59,372.26,308.12,515.89,445.97,341.89,455.83,528.34,509.57,1.05,447.02,324.73,462.66,237.45,366.4,299.96,131.57,528.42,18.34,89.0,528.93,456.73,5.78,351.85,494.72,292.29,225.71,158.19,220.73,271.33,278.4,230.93,138.13,506.23,333.93,196.15,449.87,332.62,115.14,438.62,229.91,191.67,531.01,158.1,122.64,157.14,508.22,394.67,179.09,53.78,343.46,0.86,2.77,158.15,518.4,509.14,335.91,486.68,146.15,116.4,450.77,428.55,355.25,127.43,479.23,521.83,448.46,328.89,329.62,159.63,339.24,136.97,136.19,515.7,5.91,417.44,515.5,136.91,448.78,335.81,461.87,174.07,528.03,523.12,532.8,537.93,62.57,330.39,334.24,117.75
Jungle Beach,312.54,531.17,320.42,380.68,454.96,301.38,366.61,425.31,287.49,287.91,477.87,124.22,73.77,377.01,99.14,73.14,216.41,845.42,417.71,12.81,130.85,129.01,527.75,421.03,122.83,359.91,319.56,310.97,124.4,40.48,390.02,44.98,785.18,135.82,345.58,399.02,604.86,362.46,460.56,44.98,131.45,130.86,44.84,336.69,129.89,261.94,81.22,333.3,330.19,16.17,268.09,42.03,64.36,293.16,71.43,468.79,127.97,523.14,820.2,820.08,132.39,40.38,525.36,0.0,13.85,118.26,90.78,75.1,424.95,425.12,608.31,222.97,500.29,852.92,130.08,459.84,209.44,484.39,20.22,65.45,310.12,297.09,319.86,350.06,524.55,340.69,207.63,57.3,380.42,84.86,266.4,588.58,26.85,528.78,462.96,11.19,335.36,518.19,121.29,79.5,281.04,816.51,380.16,822.39,309.12,303.65,838.69,626.72,352.63,132.14,501.27,339.81,131.63,448.5,346.67,295.5,358.02,25.14,456.35,422.73,458.76,350.29,91.19,347.85,481.4,416.61,526.53,529.14,444.24,20.48,48.3,129.82,44.23,566.79,446.38,332.79,52.99,245.72,503.9,275.04,302.79,317.66,132.67,132.68,453.3,425.91,609.96,610.49,98.11,517.39,160.12,38.52,607.56,335.57,129.43,65.19,408.03,35.58,3.48,66.9,21.67,555.24,132.34,274.81,409.72
Kabalana Beach,309.02,527.17,322.69,377.49,455.02,292.49,375.78,423.04,290.59,291.96,482.55,119.09,67.58,381.56,96.86,67.3,222.66,839.7,415.54,26.65,125.58,123.7,523.75,418.85,117.46,366.3,318.51,318.71,119.29,54.28,395.38,31.14,781.2,141.93,352.26,396.02,605.1,368.16,460.56,31.14,126.11,125.52,30.99,338.21,124.58,260.25,93.96,334.93,332.7,8.44,259.91,65.34,77.67,296.36,84.54,467.19,122.68,519.12,814.84,814.74,127.11,26.54,521.37,13.85,0.0,130.31,85.02,69.02,422.87,423.0,608.13,233.43,499.41,847.61,125.13,459.85,221.24,483.9,7.18,59.04,320.06,293.68,326.83,356.81,520.53,342.26,216.66,50.59,382.31,82.67,274.26,588.78,40.5,525.42,461.91,25.05,337.48,514.29,115.82,89.95,272.04,810.35,378.15,817.11,300.24,294.6,833.62,626.55,359.23,126.82,504.54,341.59,126.35,446.94,347.87,291.48,357.06,38.94,456.38,420.71,458.77,356.94,85.56,344.72,479.03,413.94,522.54,525.17,444.15,6.7,34.5,124.51,37.12,567.75,444.84,334.09,52.78,256.53,504.57,272.34,308.57,317.01,127.46,127.46,453.36,423.79,610.02,610.53,110.49,513.38,166.09,24.68,607.67,336.9,124.14,59.55,407.91,49.09,15.99,80.37,35.14,549.3,127.1,284.52,405.15
Kalametiya Eco Bird Watching,302.4,516.08,259.86,358.46,407.75,341.94,256.92,390.66,225.88,217.91,394.37,285.73,219.42,289.46,200.04,212.81,134.75,840.52,382.84,107.81,299.44,296.76,512.71,394.14,287.42,258.79,287.57,204.56,285.62,83.7,294.36,157.68,765.18,78.77,243.47,373.18,552.25,274.86,413.6,157.68,301.56,300.62,157.74,280.05,298.33,246.81,38.53,276.24,266.06,126.49,304.53,183.54,57.55,229.48,49.89,434.97,294.75,508.5,812.26,812.04,302.11,153.9,510.31,118.26,130.31,0.0,240.18,219.74,388.63,389.12,559.05,109.22,459.36,844.1,292.62,412.8,91.29,430.03,133.83,209.34,197.37,288.79,218.76,247.09,509.81,282.99,103.98,200.83,321.31,178.24,167.47,536.75,93.26,508.05,424.6,108.9,273.84,502.56,286.4,44.51,323.9,816.11,353.69,813.72,349.11,345.51,827.82,577.03,250.44,302.64,427.47,280.41,300.81,414.93,291.17,292.47,323.82,96.16,409.28,394.12,411.68,247.93,238.75,333.17,453.63,386.42,511.5,513.9,398.67,135.6,159.91,298.22,185.94,509.16,412.9,278.55,117.21,129.93,450.1,265.33,214.71,282.47,301.38,301.77,406.19,389.81,558.6,559.42,20.8,502.94,93.67,152.67,555.96,280.67,297.28,133.59,364.17,84.64,115.15,57.38,105.09,557.13,301.37,163.75,404.16
Kalutara Bodhiya,203.85,404.12,279.39,257.46,375.08,139.05,412.96,305.19,267.09,278.4,454.01,36.13,35.57,349.65,53.97,33.24,245.73,699.45,300.11,96.46,41.66,39.7,400.86,317.4,62.39,358.82,238.63,337.84,36.48,107.64,370.18,72.4,654.08,190.76,351.45,274.54,520.5,361.21,379.68,72.4,41.91,41.31,72.65,281.87,40.54,196.63,220.05,280.74,289.18,82.2,113.08,55.55,213.55,271.97,216.87,369.06,38.76,396.06,677.16,677.14,43.16,74.49,398.58,90.78,85.02,240.18,0.0,31.62,307.26,306.92,519.04,304.19,407.18,710.1,43.08,379.15,311.77,377.4,81.22,52.78,372.94,195.39,335.27,355.44,397.51,285.49,272.88,37.9,328.6,50.22,306.06,504.13,100.64,408.18,369.84,95.62,288.11,392.49,58.68,198.22,118.65,667.41,281.56,679.95,146.64,140.24,697.91,537.03,355.86,42.64,457.89,287.4,42.42,350.48,285.51,182.73,273.8,100.98,376.06,321.09,378.23,354.69,4.62,239.16,372.73,292.76,399.68,402.36,363.23,81.94,70.47,40.47,52.9,492.22,348.5,276.49,66.96,328.83,428.62,191.34,308.83,242.31,43.82,43.71,373.45,307.63,523.54,523.62,228.69,390.46,203.55,75.63,521.62,278.83,40.19,60.29,329.24,103.46,90.64,217.86,101.7,410.28,43.33,338.42,281.38
Kande Viharaya Temple,221.85,431.87,286.71,281.79,394.71,170.49,409.71,330.49,269.23,279.0,464.24,52.91,4.59,357.34,59.72,8.36,241.67,730.05,324.73,81.05,58.51,56.56,428.56,340.71,50.13,361.63,252.34,334.33,53.25,92.98,377.08,55.78,682.94,178.77,352.61,299.79,541.9,366.03,399.52,55.78,58.76,58.16,56.02,292.29,57.4,203.08,196.32,290.61,297.02,66.47,143.35,38.7,188.11,274.61,192.09,392.15,55.62,423.78,707.46,707.43,60.02,57.94,426.26,75.1,69.02,219.74,31.62,0.0,332.12,331.86,541.27,292.55,429.4,740.38,59.76,398.96,296.55,401.81,65.19,21.23,366.04,210.94,333.9,356.85,425.22,296.16,263.22,39.51,342.44,51.99,302.06,525.48,85.76,434.96,391.78,80.2,297.24,419.99,48.12,176.37,150.05,698.29,303.52,710.17,178.12,171.76,727.97,559.39,357.71,59.49,471.71,297.58,59.27,373.11,297.47,205.65,292.9,85.95,395.77,344.07,397.99,356.25,34.05,262.41,397.38,318.47,427.38,430.05,382.94,65.82,53.84,57.34,36.05,511.81,371.08,286.95,58.89,317.42,447.9,201.9,308.01,254.98,60.68,60.58,393.06,332.61,545.31,545.46,206.5,418.14,194.61,59.1,543.3,289.5,57.05,46.94,348.15,88.9,75.1,192.28,86.26,440.48,60.18,330.73,308.67
Kandy Lake,116.23,348.64,130.54,50.34,233.25,247.63,396.0,4.26,163.05,172.54,355.78,261.36,338.25,141.51,175.84,323.14,234.06,812.51,7.54,428.42,270.3,271.82,343.82,178.16,275.98,179.21,106.61,213.06,259.82,430.82,156.81,418.82,706.74,276.92,187.2,32.76,446.55,264.84,240.54,418.82,274.5,274.67,419.53,110.38,272.16,163.03,405.21,114.06,126.77,410.87,213.6,401.14,417.99,159.96,413.91,244.76,270.84,337.8,771.79,771.45,270.64,420.34,340.41,424.95,422.87,388.63,307.26,332.12,0.0,0.88,448.48,357.02,291.09,817.22,249.96,239.66,401.55,70.11,416.57,353.19,382.59,130.8,197.96,187.22,339.64,108.21,308.83,371.4,167.7,208.59,283.29,423.04,423.34,338.4,237.26,427.46,118.41,329.34,281.79,368.27,244.09,778.95,119.38,773.83,250.78,254.4,794.01,474.75,184.44,274.16,349.8,111.39,270.51,215.74,99.66,79.95,88.46,427.46,234.92,179.74,238.22,185.76,300.69,90.84,264.62,15.88,342.11,345.54,216.73,420.45,416.1,272.16,396.56,399.88,212.74,110.94,283.09,379.67,308.38,150.69,186.04,109.89,266.14,267.54,230.87,1.22,452.53,453.02,396.66,329.85,256.35,422.06,449.4,109.14,271.07,340.71,165.94,421.16,421.16,423.49,438.66,413.61,268.14,352.07,195.41
Kandy View Point,116.21,348.15,131.12,50.1,233.38,246.84,396.88,3.39,163.59,173.12,356.42,260.81,338.01,142.35,175.71,322.91,234.79,811.97,7.52,428.61,269.68,271.22,343.33,177.86,275.42,180.02,106.89,213.77,259.26,431.1,157.67,418.86,706.35,277.37,187.99,32.38,446.61,265.67,240.66,418.86,273.88,274.05,419.55,110.98,271.56,163.2,405.6,114.64,127.39,411.0,212.89,401.08,418.33,160.5,414.28,244.59,270.24,337.31,771.28,770.96,270.0,420.39,339.92,425.12,423.0,389.12,306.92,331.86,0.88,0.0,448.5,357.75,291.04,816.73,249.36,239.76,402.26,70.48,416.68,352.99,383.44,130.8,198.69,188.01,339.17,108.84,309.56,371.23,168.28,208.54,284.1,423.11,423.58,338.01,237.19,427.65,119.06,328.86,281.23,368.64,243.36,778.37,119.08,773.34,249.96,253.61,793.52,474.77,185.25,273.54,350.29,112.03,269.89,215.59,100.29,79.11,88.5,427.69,235.05,179.49,238.33,186.56,300.34,90.13,264.32,15.24,341.61,345.06,216.84,420.56,416.12,271.56,396.49,400.05,212.59,111.49,283.26,380.44,308.57,150.77,186.71,110.21,265.52,266.91,231.0,0.79,452.57,453.06,397.09,329.36,256.89,422.1,449.44,109.71,270.47,340.8,166.09,421.41,421.33,423.86,438.88,412.97,267.51,352.91,194.7
Kanniya Hot Springs,564.69,128.51,551.57,497.23,153.5,422.16,302.6,449.01,586.2,589.39,168.11,469.1,545.76,509.34,436.2,535.9,426.12,272.93,456.0,609.28,469.23,471.79,129.15,202.23,479.49,540.62,550.33,594.49,467.99,606.86,504.73,606.93,188.6,488.5,555.77,478.44,13.69,230.98,147.84,606.93,471.44,472.05,607.41,533.74,471.27,608.87,580.63,537.32,542.74,599.68,422.02,594.42,593.25,581.06,588.88,109.56,472.04,131.14,248.01,247.57,468.09,607.86,129.57,608.31,608.13,559.05,519.04,541.27,448.48,448.5,0.0,358.25,81.38,264.52,456.99,148.57,385.93,384.86,604.14,558.0,329.8,579.24,579.94,552.43,130.57,529.91,342.34,572.04,238.17,459.9,304.06,18.33,603.79,111.77,108.73,608.81,536.49,129.09,484.43,557.4,433.15,271.78,237.75,246.84,418.81,425.21,249.32,13.4,549.0,470.6,126.77,531.26,468.67,168.61,523.29,336.31,252.06,606.92,152.08,198.19,149.67,551.46,514.59,280.04,112.04,459.69,129.4,128.36,164.07,606.92,605.1,471.33,591.08,46.41,170.58,537.21,509.28,360.11,79.66,598.35,585.32,551.74,464.94,465.82,155.16,447.71,8.31,7.17,570.45,132.71,467.72,608.99,9.34,534.51,470.96,551.8,200.28,600.9,605.43,596.52,615.52,184.16,466.51,332.25,256.86
Kataragama Temple,314.68,351.03,234.26,346.37,349.56,371.19,107.69,360.36,213.04,199.26,219.92,331.12,293.69,222.19,230.29,284.49,86.28,587.27,353.68,214.02,344.3,342.52,348.72,356.67,336.02,183.0,283.05,144.51,330.66,192.09,215.57,256.94,523.61,113.86,171.75,354.73,351.29,134.17,355.32,256.94,346.98,346.27,257.11,251.98,343.86,272.14,147.34,248.94,234.17,228.06,334.26,276.21,166.4,212.66,158.82,282.24,340.67,346.08,565.08,564.84,346.5,253.88,347.07,222.97,233.43,109.22,304.19,292.55,357.02,357.75,358.25,0.0,294.1,587.26,333.9,354.5,27.75,373.8,235.53,288.4,64.13,306.56,159.17,172.78,346.91,252.79,25.91,285.08,257.65,218.8,54.68,340.84,200.11,341.64,272.0,214.89,242.29,341.29,336.56,143.53,356.88,572.77,320.1,565.64,377.19,375.54,574.27,370.7,176.01,347.76,249.52,249.17,345.44,369.54,260.98,288.87,285.66,203.28,351.17,355.04,353.42,174.17,301.41,313.22,299.24,361.33,347.9,349.43,342.68,237.75,258.42,343.77,277.4,317.62,367.73,253.59,182.35,18.1,278.86,289.03,175.14,276.32,344.83,345.48,348.19,358.22,356.57,357.36,129.76,342.35,101.86,253.09,354.56,254.34,342.76,218.46,312.38,191.97,219.61,166.52,212.7,391.06,345.3,40.1,386.31
Kaudulla National Park,406.95,88.05,401.81,338.94,55.35,314.34,257.76,291.3,436.8,441.58,145.3,358.11,433.9,368.21,325.09,424.1,330.23,301.61,298.54,501.97,358.8,361.25,87.05,91.12,368.58,403.16,395.14,455.23,357.0,501.28,367.44,496.89,230.54,385.65,417.62,320.1,83.06,179.26,49.86,496.89,361.1,361.67,497.38,382.95,360.78,453.19,477.93,386.66,393.75,490.98,311.69,483.35,489.35,432.04,485.49,29.65,361.4,86.86,277.87,277.55,357.78,498.0,86.32,500.29,499.41,459.36,407.18,429.4,291.09,291.04,81.38,294.1,0.0,298.49,346.26,50.66,321.15,231.06,495.15,446.25,276.34,421.76,439.93,414.86,86.96,379.33,275.26,460.46,147.45,349.26,241.97,71.42,497.32,70.13,27.53,501.4,386.85,82.41,373.47,453.63,324.03,292.4,125.88,277.82,311.61,317.69,284.54,94.54,411.36,360.3,109.88,381.09,358.31,56.95,372.13,224.44,142.35,500.35,53.74,86.7,51.68,413.74,402.72,168.28,41.07,301.48,86.73,86.92,61.78,497.89,494.94,360.84,479.91,71.35,58.86,385.95,400.97,298.79,41.27,441.69,441.51,397.11,354.6,355.5,56.57,290.25,84.77,84.77,469.03,85.8,366.33,499.2,83.48,383.34,360.42,442.24,95.2,494.99,497.52,492.84,508.65,148.85,356.16,273.67,153.55
